name,id,class,platforms,permissions
System Shutdown/Reboot,attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc,VMR,ESXi;Linux;macOS;Network Devices;Windows,
MMC,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407,VMR,Windows,
Process Argument Spoofing,attack-pattern--ffe59ad3-ad9b-4b9f-b74f-5beb3c309dc1,VMR,Windows,
COR_PROFILER,attack-pattern--ffeb0780-356e-4261-b036-cfb6bd234335,VMR,Windows,
VNC,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b,ID,Linux;Windows;macOS,
Revert Cloud Instance,attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1,ID,IaaS,
Password Guessing,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119,ID,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider;ESXi,
Direct Network Flood,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3,ID,Windows;IaaS;Linux;macOS,
Modify Cloud Resource Hierarchy,attack-pattern--0ce73446-8722-4086-9d43-514f1d0f669e,ID,IaaS,
External Defacement,attack-pattern--0cfe31a7-81fc-472c-bc45-e2808d1066a3,ID,Windows;IaaS;Linux;macOS,
Lifecycle-Triggered Deletion,attack-pattern--1001e0d6-ee09-4dfc-aa90-e9320ffc8fe4,ID,IaaS,
Steal Web Session Cookie,attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff,ID,Linux;Office Suite;SaaS;Windows;macOS,
SMS Pumping,attack-pattern--130d4494-b2d6-4040-bcea-6e59f05222fe,ID,SaaS,
Modify Cloud Compute Infrastructure,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90,ID,IaaS,
Permission Groups Discovery,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,ID,Containers;IaaS;Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,
Cloud Groups,attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2,ID,SaaS;IaaS;Office Suite;Identity Provider,
Application Exhaustion Flood,attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,ID,Windows;IaaS;Linux;macOS,
Cloud Instance Metadata API,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,ID,IaaS,
Password Cracking,attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d,ID,Linux;macOS;Windows;Network Devices;Office Suite;Identity Provider,
SAML Tokens,attack-pattern--1f9c2bae-b441-4f66-a8af-b65946ee72f2,ID,SaaS;Windows;IaaS;Office Suite;Identity Provider,
Service Stop,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b,ID,ESXi;IaaS;Linux;macOS;Windows,
Taint Shared Content,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c,ID,Windows;SaaS;Linux;macOS;Office Suite,
Trust Modification,attack-pattern--24769ab5-14bd-4f4e-a752-cfb185da53ee,ID,Identity Provider;Windows,
Databases,attack-pattern--248d3fe1-7fe1-4d71-91c7-8bb7ef35cad3,ID,Linux;Windows;macOS;IaaS;SaaS,
Spearphishing Link,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,ID,Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,
Application or System Exploitation,attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,ID,Windows;IaaS;Linux;macOS,
SSH,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,ID,ESXi;Linux;macOS,
Additional Cloud Roles,attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3,ID,IaaS;Identity Provider;Office Suite;SaaS,
Automated Collection,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,ID,IaaS;Linux;macOS;Office Suite;SaaS;Windows,
Network Sniffing,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,ID,Linux;macOS;Windows;Network Devices;IaaS,
Data from Cloud Storage,attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,ID,IaaS;Office Suite;SaaS,
System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,ID,ESXi;IaaS;Linux;macOS;Network Devices;Windows,
Remote Data Staging,attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0,ID,Windows;IaaS;Linux;macOS;ESXi,
Reflection Amplification,attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01,ID,Windows;IaaS;Linux;macOS,
Service Exhaustion Flood,attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,ID,Windows;IaaS;Linux;macOS,
Replication Through Removable Media,attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,ID,Windows,
Impair Defenses,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529,ID,Windows;IaaS;Linux;macOS;Containers;Network Devices;Identity Provider;Office Suite;ESXi,
Supply Chain Compromise,attack-pattern--3f18edba-28f4-4bb9-82c3-8aa60dcac5f7,ID,Linux;Windows;macOS;SaaS,
Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,ID,Containers;ESXi;IaaS;Linux;macOS;Network Devices;Windows,
Credentials from Password Stores,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,ID,IaaS;Linux;macOS;Windows,
Exfiltration Over Web Service,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807,ID,ESXi;Linux;macOS;Office Suite;SaaS;Windows,
Unsecured Credentials,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,ID,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider,
Exfiltration Over Webhook,attack-pattern--43f2776f-b4bd-4118-94b8-fee47e69676d,ID,Windows;macOS;Linux;SaaS;Office Suite;ESXi,
Direct Cloud VM Connections,attack-pattern--45241b9e-9bbc-4826-a2cc-78855e51ca09,ID,IaaS,
SSH Hijacking,attack-pattern--4d2a5b3e-340d-4600-9123-309dd63c9bf8,ID,Linux;macOS,
SMB/Windows Admin Shares,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,ID,Windows,
Implant Internal Image,attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f,ID,IaaS;Containers,
Use Alternate Authentication Material,attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814,ID,Windows;SaaS;IaaS;Containers;Identity Provider;Office Suite;Linux,
Remote Services,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba,ID,Linux;macOS;Windows;IaaS;ESXi,
Hybrid Identity,attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f,ID,Windows;SaaS;IaaS;Office Suite;Identity Provider,
Cloud API,attack-pattern--55bb4471-ff1f-43b4-88c1-c9384ec47abf,ID,IaaS;Identity Provider;Office Suite;SaaS,
Cloud Infrastructure Discovery,attack-pattern--57a3d31a-d04f-4663-b2da-7df8ec3f8c9d,ID,IaaS,
Defacement,attack-pattern--5909f20f-3c39-4795-be06-ef1ea40d350b,ID,Windows;IaaS;Linux;macOS;ESXi,
Unused/Unsupported Cloud Regions,attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761,ID,IaaS,
Remote Service Session Hijacking,attack-pattern--5b0ad6f8-6a16-4966-a4ef-d09ea6e2a9f5,ID,Linux;macOS;Windows,
Windows Remote Management,attack-pattern--60d0c01d-e2bf-49dd-a453-f8a9c9fa6f65,ID,Windows,
Default Accounts,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d,ID,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider;ESXi,
Abuse Elevation Control Mechanism,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b,ID,Linux;macOS;Windows;IaaS;Office Suite;Identity Provider,
Distributed Component Object Model,attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd,ID,Windows,
Password Spraying,attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c,ID,Containers;ESXi;IaaS;Identity Provider;Linux;Network Devices;Office Suite;SaaS;Windows;macOS,
SSH Authorized Keys,attack-pattern--6b57dc31-b814-4a03-8706-28bc20d739c4,ID,Linux;macOS;IaaS;Network Devices;ESXi,
Temporary Elevated Cloud Access,attack-pattern--6fa224c7-5091-4595-bf15-3fc9fe2f2c7c,ID,IaaS;Office Suite;Identity Provider,
Delete Cloud Instance,attack-pattern--70857657-bd0b-4695-ad3e-b13f92cac1b4,ID,IaaS,
Bandwidth Hijacking,attack-pattern--718cb208-6446-4572-a2f0-9c799c60091e,ID,Linux;Windows;macOS;IaaS;Containers,
Account Discovery,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,ID,ESXi;IaaS;Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,
Command and Scripting Interpreter,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,ID,ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;Windows,
Poisoned Pipeline Execution,attack-pattern--7655ac3b-dfde-49c5-a967-242856174434,ID,SaaS,
Disable or Modify Cloud Firewall,attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c,ID,IaaS,
Confluence,attack-pattern--7ad38ef1-381a-406d-872a-38b136eb5ecc,ID,SaaS,
Pass the Ticket,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,ID,Windows,
Traffic Duplication,attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1,ID,Network Devices;IaaS,
Data Staged,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,ID,Windows;IaaS;Linux;macOS;ESXi,
Steal or Forge Authentication Certificates,attack-pattern--7de1f7ac-5d0c-4c9c-8873-627202205331,ID,Windows;Linux;macOS;Identity Provider,
Device Registration,attack-pattern--7decb26c-715c-40cf-b7e0-026f7d7cc215,ID,Windows;Identity Provider,
System Network Connections Discovery,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,ID,Windows;IaaS;Linux;macOS;Network Devices;ESXi,
Credentials In Files,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,ID,Containers;IaaS;Linux;macOS;Windows,
Financial Theft,attack-pattern--851e071f-208d-4c79-adc6-5974c85c78f3,ID,Linux;macOS;Office Suite;SaaS;Windows,
Cloud Storage Object Discovery,attack-pattern--8565825b-21c8-4518-b75e-cbc4c717a156,ID,IaaS,
Web Cookies,attack-pattern--861b8fd2-57f3-4ee1-ab5d-c19c3b8c7a4a,ID,Linux;macOS;Windows;SaaS;IaaS,
Log Enumeration,attack-pattern--866d0d6d-02c6-42bd-aa2f-02907fdc0969,ID,ESXi;IaaS;Linux;macOS;Windows,
Cloud Services,attack-pattern--8861073d-d1b8-4941-82ce-dce621d398f0,ID,IaaS;Identity Provider;Office Suite;SaaS,
Steal Application Access Token,attack-pattern--890c9858-598c-401d-a4d5-c67ebcdd703a,ID,SaaS;Containers;IaaS;Office Suite;Identity Provider,
Additional Cloud Credentials,attack-pattern--8a2f40cf-8325-47f9-96e4-b1ca4c7389bd,ID,IaaS;Identity Provider;SaaS,
User Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5,ID,Linux;Windows;macOS;IaaS;Containers,
Cloud Account,attack-pattern--8f104855-e5b7-4077-b1f5-bc3103b41abe,ID,IaaS;Identity Provider;Office Suite;SaaS,
Cloud Service Hijacking,attack-pattern--924d273c-be0d-4d8d-af58-2dddb15ef1e2,ID,SaaS,
Software Deployment Tools,attack-pattern--92a78814-b191-47ca-909c-1ccfe3777414,ID,Linux;macOS;Network Devices;SaaS;Windows,
Forge Web Credentials,attack-pattern--94cb00a4-b295-4d06-aa2b-5653b9c1be9c,ID,SaaS;Windows;macOS;Linux;IaaS;Office Suite;Identity Provider,
Multi-Factor Authentication Request Generation,attack-pattern--954a1639-f2d6-407d-aef3-4917622ca493,ID,Windows;Linux;macOS;IaaS;SaaS;Office Suite;Identity Provider,
Chat Messages,attack-pattern--9664ad0e-789e-40ac-82e2-d7b17fbe8fb3,ID,SaaS;Office Suite,
Exploitation for Credential Access,attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36,ID,Linux;Windows;macOS;Identity Provider,
Exploitation of Remote Services,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,ID,Linux;Windows;macOS;ESXi,
Internal Spearphishing,attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,ID,Windows;macOS;Linux;SaaS;Office Suite,
Trusted Relationship,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,ID,Windows;SaaS;IaaS;Linux;macOS;Identity Provider;Office Suite,
Cloud Account,attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b,ID,IaaS;SaaS;Office Suite;Identity Provider,
Account Manipulation,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,ID,Containers;ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,
Exfiltration Over Alternative Protocol,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,ID,ESXi;IaaS;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,
Phishing,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b,ID,Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,
Compute Hijacking,attack-pattern--a718a0c8-5768-41a1-9958-a1cc3f995e99,ID,Windows;IaaS;Linux;macOS;Containers,
Brute Force,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,ID,Containers;ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,
Disable or Modify Tools,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579,ID,Containers;IaaS;Linux;macOS;Network Devices;Windows,
Malicious Image,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec,ID,IaaS;Containers,
Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,ID,Containers;ESXi;IaaS;Identity Provider;Linux;macOS;Network Devices;Office Suite;SaaS;Windows,
Account Access Removal,attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0,ID,Linux;macOS;Windows;SaaS;IaaS;Office Suite;ESXi,
Credential Stuffing,attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc,ID,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider;ESXi,
Multi-Factor Authentication,attack-pattern--b4409cd8-0da9-46e1-a401-a241afd4d1cc,ID,Windows;SaaS;IaaS;Linux;macOS;Office Suite;Identity Provider,
Password Policy Discovery,attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5,ID,Windows;Linux;macOS;IaaS;Network Devices;Identity Provider;SaaS;Office Suite,
Event Triggered Execution,attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db,ID,Linux;macOS;Windows;SaaS;IaaS;Office Suite,
Data Encrypted for Impact,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,ID,ESXi;IaaS;Linux;macOS;Windows,
Spearphishing Voice,attack-pattern--bb5e59c4-abe7-40c7-8196-e373cb1e5974,ID,Linux;macOS;Windows;Identity Provider,
Customer Relationship Management Software,attack-pattern--bbfbb096-6561-4d7d-aa2c-a5ee8e44c696,ID,SaaS,
Lateral Tool Transfer,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,ID,ESXi;Linux;macOS;Windows,
Cloud Application Integration,attack-pattern--c31aebd6-c9b5-420f-ba2a-5853bbf897fa,ID,Office Suite;SaaS,
Web Session Cookie,attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,ID,SaaS;IaaS;Office Suite,
Endpoint Denial of Service,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,ID,Windows;Linux;macOS;Containers;IaaS,
System Location Discovery,attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,ID,IaaS;Linux;macOS;Windows,
Impersonation,attack-pattern--c9e0c59e-162e-40a4-b8b1-78fab4329ada,ID,Linux;macOS;Office Suite;SaaS;Windows,
Modify Cloud Compute Configurations,attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f,ID,IaaS,
Disable or Modify Cloud Logs,attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d,ID,IaaS;SaaS;Office Suite;Identity Provider,
Security Software Discovery,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,ID,IaaS;Linux;macOS;Windows,
Resource Hijacking,attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,ID,Windows;IaaS;Linux;macOS;Containers;SaaS,
Conditional Access Policies,attack-pattern--ceaeb6d8-95ee-4da2-9d42-dc6aa6ca43ae,ID,IaaS;Identity Provider,
Create Cloud Instance,attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c,ID,IaaS,
Cloud Secrets Management Stores,attack-pattern--cfb525cc-5494-401d-a82b-2539ca46a561,ID,IaaS,
Code Repositories,attack-pattern--cff94884-3b1c-4987-a70b-6d5643c621c3,ID,SaaS,
Data from Information Repositories,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,ID,Linux;Windows;macOS;SaaS;IaaS;Office Suite,
Masquerade Account Name,attack-pattern--d349c66e-18e1-4d8b-a2d7-65af7cbd2ba0,ID,Linux;macOS;Windows;SaaS;IaaS;Containers;Office Suite;Identity Provider,
Data Destruction,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,ID,Containers;ESXi;IaaS;Linux;macOS;Windows,
Transfer Data to Cloud Account,attack-pattern--d4bdbdea-eaec-4071-b4f9-5105e12ea4b6,ID,IaaS;Office Suite;SaaS,
Drive-by Compromise,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,ID,Identity Provider;Linux;macOS;Windows,
Network Denial of Service,attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,ID,Windows;IaaS;Linux;macOS;Containers,
Cloud Administration Command,attack-pattern--d94b3ae9-8059-4989-8e9f-ea0f601f80a7,ID,IaaS,
RDP Hijacking,attack-pattern--e0033c16-a07e-48aa-8204-7c3ca669998c,ID,Windows,
Create Account,attack-pattern--e01be9c5-e763-4caf-aeb7-000b416aef67,ID,Windows;IaaS;Linux;macOS;Network Devices;Containers;SaaS;Office Suite;Identity Provider;ESXi,
Cloud Service Discovery,attack-pattern--e24fcba8-2557-4442-a139-1ee2f2e784db,ID,IaaS;Identity Provider;Office Suite;SaaS,
Network Service Discovery,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,ID,Containers;IaaS;Linux;macOS;Network Devices;Windows,
Software Discovery,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,ID,ESXi;IaaS;Linux;macOS;Windows,
Cloud Service Dashboard,attack-pattern--e49920b0-6c54-40c1-9571-73723653205f,ID,IaaS;SaaS;Office Suite;Identity Provider,
Pass the Hash,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,ID,Windows,
Serverless Execution,attack-pattern--e848506b-8484-4410-8017-3d235a52f5b3,ID,SaaS;IaaS;Office Suite,
Remote Desktop Protocol,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,ID,Windows,
Domain or Tenant Policy Modification,attack-pattern--ebb42bbe-62d7-47d7-a55f-3b08b61d792d,ID,Windows;Identity Provider,
Create Snapshot,attack-pattern--ed2e45f9-d338-4eb2-8ce5-3a2e03323bc1,ID,IaaS,
Application Access Token,attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51,ID,SaaS;Containers;IaaS;Office Suite;Identity Provider,
Cloud Accounts,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,ID,IaaS;Identity Provider;Office Suite;SaaS,
Local Storage Discovery,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,ID,ESXi;IaaS;Linux;macOS;Windows,
Modify Authentication Process,attack-pattern--f4c1826f-a322-41cd-9557-562100848c84,ID,Windows;Linux;macOS;Network Devices;IaaS;SaaS;Office Suite;Identity Provider,
Inhibit System Recovery,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,ID,Containers;ESXi;IaaS;Linux;macOS;Network Devices;Windows,
Messaging Applications,attack-pattern--fb75213f-cfb0-40bf-a02f-3bad93d6601e,ID,SaaS;Office Suite,
Exploitation for Defense Evasion,attack-pattern--fe926152-f431-4baf-956c-4ad3cb0bf23b,ID,Linux;Windows;macOS;SaaS;IaaS,
